observation_id,timestamp,source,airline,origin,destination,flight_date,booking_date,fare_class,fare_type,base_fare,taxes,fees,total_fare,currency,stops,duration,baggage,availability
OBS001302,2026-04-24T00:00:00,mmt,SpiceJet,DEL,HYD,2026-05-14,2026-04-24,PremiumEconomy,Refundable,6471.68,776.6,198.42,7446.7,INR,0,4.47,15kg,True
OBS001303,2026-03-30T00:00:00,mmt,SpiceJet,DEL,HYD,2026-05-09,2026-03-30,Economy,Refundable,6631.09,795.73,267.08,7693.9,INR,1,3.88,20kg,True
OBS001304,2026-05-18T00:00:00,cleartrip,Akasa,DEL,HYD,2026-05-28,2026-05-18,PremiumEconomy,NonRefundable,7265.22,871.83,388.92,8525.97,INR,0,3.4,25kg,True
OBS001305,2026-05-06T00:00:00,goibibo,SpiceJet,DEL,HYD,2026-05-26,2026-05-06,PremiumEconomy,NonRefundable,6904.53,828.54,353.73,8086.8,INR,0,2.85,25kg,False
OBS001306,2026-04-12T00:00:00,cleartrip,IndiGo,DEL,HYD,2026-05-02,2026-04-12,Economy,Refundable,6428.42,771.41,225.09,7424.92,INR,0,4.11,15kg,False
OBS001307,2026-05-04T00:00:00,goibibo,SpiceJet,DEL,HYD,2026-05-05,2026-05-04,PremiumEconomy,NonRefundable,7912.5,949.5,253.16,9115.16,INR,0,2.0,25kg,False
OBS001308,2026-05-21T00:00:00,airline_site,SpiceJet,DEL,HYD,2026-05-22,2026-05-21,PremiumEconomy,NonRefundable,7430.74,891.69,343.74,8666.17,INR,0,2.57,15kg,True
OBS001309,2026-05-11T00:00:00,goibibo,Akasa,DEL,HYD,2026-05-12,2026-05-11,Economy,NonRefundable,7895.44,947.45,399.45,9242.34,INR,1,4.0,20kg,True
OBS001310,2026-03-11T00:00:00,mmt,Akasa,DEL,HYD,2026-05-20,2026-03-11,PremiumEconomy,NonRefundable,7421.61,890.59,191.22,8503.42,INR,0,1.53,15kg,True
OBS001311,2026-04-15T00:00:00,mmt,IndiGo,DEL,HYD,2026-05-05,2026-04-15,Economy,NonRefundable,5783.09,693.97,383.59,6860.65,INR,0,1.31,20kg,True
OBS001312,2026-04-12T00:00:00,cleartrip,Akasa,DEL,HYD,2026-05-22,2026-04-12,Economy,Refundable,7337.37,880.48,379.52,8597.37,INR,0,4.15,20kg,True
OBS001313,2026-04-12T00:00:00,mmt,AirIndia,DEL,HYD,2026-05-02,2026-04-12,PremiumEconomy,NonRefundable,6966.89,836.03,150.05,7952.97,INR,0,2.08,20kg,True
OBS001314,2026-05-07T00:00:00,airline_site,SpiceJet,DEL,HYD,2026-05-27,2026-05-07,PremiumEconomy,Refundable,6908.77,829.05,221.11,7958.93,INR,0,2.84,15kg,True
OBS001315,2026-04-22T00:00:00,goibibo,Vistara,DEL,HYD,2026-05-02,2026-04-22,PremiumEconomy,NonRefundable,7754.91,930.59,323.73,9009.23,INR,1,2.58,15kg,True
OBS001316,2026-05-17T00:00:00,goibibo,AirIndia,DEL,HYD,2026-05-22,2026-05-17,Economy,Refundable,7019.46,842.33,202.64,8064.43,INR,0,1.39,15kg,True
OBS001317,2026-04-24T00:00:00,cleartrip,Vistara,DEL,HYD,2026-05-04,2026-04-24,Economy,NonRefundable,7893.54,947.23,220.62,9061.39,INR,1,2.55,25kg,True
OBS001318,2026-05-21T00:00:00,airline_site,Vistara,DEL,HYD,2026-05-23,2026-05-21,Economy,NonRefundable,8797.34,1055.68,373.9,10226.92,INR,0,2.34,15kg,True
OBS001319,2026-03-18T00:00:00,goibibo,SpiceJet,DEL,HYD,2026-05-27,2026-03-18,PremiumEconomy,NonRefundable,7011.54,841.38,353.13,8206.05,INR,0,3.89,25kg,False
OBS001320,2026-05-17T00:00:00,mmt,IndiGo,DEL,HYD,2026-05-22,2026-05-17,Economy,NonRefundable,7172.64,860.72,389.52,8422.88,INR,1,1.51,20kg,True
OBS001321,2026-04-30T00:00:00,mmt,AirIndia,DEL,HYD,2026-05-02,2026-04-30,PremiumEconomy,Refundable,8116.75,974.01,389.27,9480.03,INR,0,3.28,25kg,True
OBS001322,2026-05-06T00:00:00,airline_site,IndiGo,DEL,HYD,2026-05-26,2026-05-06,PremiumEconomy,Refundable,7574.41,908.93,243.26,8726.6,INR,0,1.69,25kg,True
OBS001323,2026-05-07T00:00:00,mmt,SpiceJet,DEL,HYD,2026-05-17,2026-05-07,Economy,NonRefundable,8658.44,1039.01,303.12,10000.57,INR,0,2.98,20kg,True
OBS001324,2026-05-05T00:00:00,airline_site,SpiceJet,DEL,HYD,2026-05-10,2026-05-05,PremiumEconomy,NonRefundable,6492.92,779.15,154.48,7426.55,INR,0,4.25,25kg,True
OBS001325,2026-05-10T00:00:00,mmt,Akasa,DEL,HYD,2026-05-15,2026-05-10,PremiumEconomy,NonRefundable,7474.25,896.91,159.68,8530.84,INR,0,1.21,15kg,True
OBS001326,2026-02-27T00:00:00,goibibo,IndiGo,DEL,HYD,2026-05-08,2026-02-27,PremiumEconomy,Refundable,7586.89,910.43,262.31,8759.63,INR,0,3.85,20kg,False
OBS001327,2026-04-11T00:00:00,cleartrip,Akasa,DEL,HYD,2026-05-01,2026-04-11,Economy,NonRefundable,7433.88,892.07,341.69,8667.64,INR,0,2.96,25kg,True
OBS001328,2026-05-24T00:00:00,goibibo,Akasa,DEL,HYD,2026-05-25,2026-05-24,PremiumEconomy,Refundable,7384.17,886.1,363.81,8634.08,INR,0,1.25,20kg,True
OBS001329,2026-05-19T00:00:00,cleartrip,AirIndia,BLR,HYD,2026-05-21,2026-05-19,PremiumEconomy,NonRefundable,5356.7,642.8,182.47,6181.97,INR,1,1.73,20kg,True
OBS001330,2026-05-22T00:00:00,cleartrip,Vistara,BLR,HYD,2026-05-24,2026-05-22,Economy,Refundable,5246.8,629.62,240.36,6116.78,INR,0,4.08,15kg,True
OBS001331,2026-02-22T00:00:00,mmt,IndiGo,BLR,HYD,2026-05-03,2026-02-22,PremiumEconomy,NonRefundable,4547.36,545.68,217.51,5310.55,INR,0,2.85,25kg,False
OBS001332,2026-05-16T00:00:00,cleartrip,IndiGo,BLR,HYD,2026-05-17,2026-05-16,PremiumEconomy,Refundable,4627.75,555.33,270.31,5453.39,INR,0,1.78,15kg,True
OBS001333,2026-05-23T00:00:00,airline_site,IndiGo,BLR,HYD,2026-05-24,2026-05-23,Economy,Refundable,5846.33,701.56,392.36,6940.25,INR,0,1.73,25kg,True
OBS001334,2026-03-07T00:00:00,airline_site,Vistara,BLR,HYD,2026-05-16,2026-03-07,PremiumEconomy,NonRefundable,4206.25,504.75,307.89,5018.89,INR,0,3.86,20kg,True
OBS001335,2026-05-04T00:00:00,airline_site,AirIndia,BLR,HYD,2026-05-06,2026-05-04,PremiumEconomy,NonRefundable,4923.88,590.87,296.59,5811.34,INR,1,2.26,20kg,True
OBS001336,2026-05-01T00:00:00,airline_site,Akasa,BLR,HYD,2026-05-02,2026-05-01,PremiumEconomy,Refundable,5003.6,600.43,263.23,5867.26,INR,0,3.34,20kg,True
OBS001337,2026-03-02T00:00:00,airline_site,Akasa,BLR,HYD,2026-05-11,2026-03-02,Economy,NonRefundable,4283.65,514.04,173.99,4971.68,INR,1,3.03,25kg,True
OBS001338,2026-04-14T00:00:00,cleartrip,AirIndia,BLR,HYD,2026-05-04,2026-04-14,PremiumEconomy,NonRefundable,4514.18,541.7,352.71,5408.59,INR,0,1.33,15kg,True
OBS001339,2026-03-31T00:00:00,goibibo,AirIndia,BLR,HYD,2026-05-10,2026-03-31,PremiumEconomy,NonRefundable,4659.69,559.16,214.57,5433.42,INR,1,4.44,25kg,True
OBS001340,2026-04-23T00:00:00,cleartrip,SpiceJet,BLR,HYD,2026-05-03,2026-04-23,Economy,Refundable,4692.72,563.13,227.1,5482.95,INR,0,2.28,25kg,True
OBS001341,2026-05-26T00:00:00,cleartrip,IndiGo,BLR,HYD,2026-05-28,2026-05-26,Economy,NonRefundable,5796.34,695.56,362.89,6854.79,INR,0,2.25,15kg,True
OBS001342,2026-05-17T00:00:00,airline_site,AirIndia,BLR,HYD,2026-05-19,2026-05-17,Economy,NonRefundable,5035.62,604.27,295.56,5935.45,INR,0,3.98,25kg,True
OBS001343,2026-04-16T00:00:00,cleartrip,Akasa,BLR,HYD,2026-05-26,2026-04-16,PremiumEconomy,Refundable,4023.16,482.78,322.62,4828.56,INR,1,3.68,15kg,True
OBS001344,2026-05-13T00:00:00,cleartrip,IndiGo,BLR,HYD,2026-05-14,2026-05-13,Economy,Refundable,5172.52,620.7,314.47,6107.69,INR,0,4.33,25kg,True
OBS001345,2026-04-24T00:00:00,airline_site,Vistara,BLR,HYD,2026-05-04,2026-04-24,Economy,Refundable,5404.62,648.55,251.5,6304.67,INR,0,2.3,15kg,True
OBS001346,2026-03-12T00:00:00,mmt,AirIndia,BLR,HYD,2026-05-21,2026-03-12,Economy,Refundable,4642.48,557.1,154.21,5353.79,INR,1,1.22,25kg,True
OBS001347,2026-03-10T00:00:00,mmt,IndiGo,BLR,HYD,2026-05-19,2026-03-10,PremiumEconomy,Refundable,4383.81,526.06,273.16,5183.03,INR,1,1.84,25kg,True
OBS001348,2026-05-10T00:00:00,goibibo,Akasa,BLR,HYD,2026-05-12,2026-05-10,PremiumEconomy,NonRefundable,4471.23,536.55,251.13,5258.91,INR,0,3.23,15kg,False
OBS001349,2026-03-30T00:00:00,mmt,Vistara,BLR,HYD,2026-05-09,2026-03-30,Economy,Refundable,4455.31,534.64,178.65,5168.6,INR,0,4.39,15kg,True
OBS001350,2026-05-22T00:00:00,mmt,IndiGo,BLR,HYD,2026-05-23,2026-05-22,Economy,NonRefundable,5328.13,639.38,207.71,6175.22,INR,0,4.39,20kg,True
OBS001351,2026-05-18T00:00:00,airline_site,SpiceJet,BLR,HYD,2026-05-19,2026-05-18,Economy,NonRefundable,4949.43,593.93,357.49,5900.85,INR,0,2.68,15kg,True
OBS001352,2026-05-23T00:00:00,goibibo,SpiceJet,BLR,HYD,2026-05-28,2026-05-23,PremiumEconomy,NonRefundable,4547.7,545.72,231.28,5324.7,INR,0,4.03,15kg,True
OBS001353,2026-05-08T00:00:00,mmt,SpiceJet,BLR,HYD,2026-05-13,2026-05-08,PremiumEconomy,NonRefundable,5302.31,636.28,386.69,6325.28,INR,1,1.36,15kg,False
OBS001354,2026-05-13T00:00:00,airline_site,SpiceJet,BLR,HYD,2026-05-15,2026-05-13,PremiumEconomy,Refundable,5853.27,702.39,165.35,6721.01,INR,1,1.56,20kg,True
OBS001355,2026-05-05T00:00:00,airline_site,Akasa,BLR,HYD,2026-05-10,2026-05-05,PremiumEconomy,NonRefundable,5381.51,645.78,268.31,6295.6,INR,0,3.33,20kg,True
OBS001356,2026-03-14T00:00:00,goibibo,SpiceJet,BLR,HYD,2026-05-23,2026-03-14,PremiumEconomy,Refundable,5019.65,602.36,218.9,5840.91,INR,1,1.93,15kg,True
OBS001357,2026-05-23T00:00:00,mmt,IndiGo,BLR,HYD,2026-05-25,2026-05-23,PremiumEconomy,NonRefundable,5020.81,602.5,396.62,6019.93,INR,0,3.48,20kg,True
OBS001358,2026-05-14T00:00:00,airline_site,AirIndia,BLR,HYD,2026-05-24,2026-05-14,PremiumEconomy,NonRefundable,4443.28,533.19,155.07,5131.54,INR,0,3.7,25kg,True
OBS001359,2026-04-26T00:00:00,goibibo,Akasa,MAA,DEL,2026-05-16,2026-04-26,PremiumEconomy,Refundable,5432.2,651.86,231.84,6315.9,INR,1,1.84,15kg,True
OBS001360,2026-03-15T00:00:00,cleartrip,Akasa,MAA,DEL,2026-05-24,2026-03-15,Economy,NonRefundable,4539.14,544.7,256.21,5340.05,INR,0,1.52,20kg,True
OBS001361,2026-05-03T00:00:00,mmt,Akasa,MAA,DEL,2026-05-08,2026-05-03,PremiumEconomy,NonRefundable,5486.2,658.34,267.85,6412.39,INR,0,2.62,25kg,True
OBS001362,2026-05-22T00:00:00,mmt,AirIndia,MAA,DEL,2026-05-23,2026-05-22,PremiumEconomy,Refundable,5512.19,661.46,175.8,6349.45,INR,0,2.74,25kg,True
OBS001363,2026-03-25T00:00:00,mmt,AirIndia,MAA,DEL,2026-05-04,2026-03-25,Economy,NonRefundable,4974.9,596.99,329.61,5901.5,INR,0,1.32,15kg,False
OBS001364,2026-04-29T00:00:00,goibibo,AirIndia,MAA,DEL,2026-05-04,2026-04-29,Economy,NonRefundable,5096.75,611.61,310.75,6019.11,INR,0,3.22,15kg,True
OBS001365,2026-05-06T00:00:00,airline_site,SpiceJet,MAA,DEL,2026-05-26,2026-05-06,PremiumEconomy,Refundable,4024.16,482.9,340.23,4847.29,INR,0,4.26,20kg,True
OBS001366,2026-05-16T00:00:00,airline_site,IndiGo,MAA,DEL,2026-05-26,2026-05-16,Economy,NonRefundable,4666.99,560.04,371.87,5598.9,INR,0,2.61,20kg,True
OBS001367,2026-05-15T00:00:00,airline_site,Vistara,MAA,DEL,2026-05-25,2026-05-15,Economy,Refundable,4575.57,549.07,334.73,5459.37,INR,0,1.97,15kg,True
OBS001368,2026-02-26T00:00:00,mmt,Vistara,MAA,DEL,2026-05-07,2026-02-26,PremiumEconomy,Refundable,4444.78,533.37,202.27,5180.42,INR,1,1.94,15kg,True
OBS001369,2026-03-25T00:00:00,cleartrip,SpiceJet,MAA,DEL,2026-05-04,2026-03-25,Economy,Refundable,4727.96,567.35,306.78,5602.09,INR,0,2.76,15kg,True
OBS001370,2026-05-11T00:00:00,goibibo,IndiGo,MAA,DEL,2026-05-12,2026-05-11,Economy,Refundable,5248.19,629.78,283.26,6161.23,INR,0,1.44,20kg,True
OBS001371,2026-05-12T00:00:00,cleartrip,SpiceJet,MAA,DEL,2026-05-14,2026-05-12,Economy,Refundable,5253.4,630.41,328.42,6212.23,INR,1,2.6,25kg,False
OBS001372,2026-05-04T00:00:00,mmt,IndiGo,MAA,DEL,2026-05-09,2026-05-04,Economy,NonRefundable,4894.81,587.38,215.06,5697.25,INR,0,2.44,25kg,False
OBS001373,2026-02-22T00:00:00,airline_site,AirIndia,MAA,DEL,2026-05-03,2026-02-22,Economy,NonRefundable,3957.07,474.85,181.69,4613.61,INR,1,4.2,25kg,True
OBS001374,2026-04-12T00:00:00,mmt,AirIndia,MAA,DEL,2026-05-02,2026-04-12,Economy,Refundable,4203.95,504.47,194.95,4903.37,INR,0,2.0,25kg,True
OBS001375,2026-04-21T00:00:00,mmt,AirIndia,MAA,DEL,2026-05-11,2026-04-21,Economy,NonRefundable,4247.2,509.66,233.02,4989.88,INR,1,4.01,15kg,True
OBS001376,2026-03-17T00:00:00,airline_site,Akasa,MAA,DEL,2026-05-26,2026-03-17,Economy,NonRefundable,4454.24,534.51,205.13,5193.88,INR,0,2.59,25kg,True
OBS001377,2026-03-15T00:00:00,cleartrip,IndiGo,MAA,DEL,2026-05-24,2026-03-15,Economy,Refundable,4425.2,531.02,219.08,5175.3,INR,0,3.76,25kg,True
OBS001378,2026-03-19T00:00:00,airline_site,Vistara,MAA,DEL,2026-05-28,2026-03-19,Economy,Refundable,4714.97,565.8,330.77,5611.54,INR,0,3.47,20kg,True
OBS001379,2026-03-06T00:00:00,airline_site,AirIndia,MAA,DEL,2026-05-15,2026-03-06,PremiumEconomy,NonRefundable,4931.0,591.72,164.31,5687.03,INR,1,3.42,25kg,True
OBS001380,2026-05-20T00:00:00,airline_site,Akasa,MAA,DEL,2026-05-25,2026-05-20,Economy,NonRefundable,4764.64,571.76,215.2,5551.6,INR,0,2.82,15kg,True
OBS001381,2026-02-25T00:00:00,cleartrip,SpiceJet,MAA,DEL,2026-05-06,2026-02-25,PremiumEconomy,Refundable,4555.23,546.63,347.08,5448.94,INR,1,2.74,15kg,True
OBS001382,2026-03-22T00:00:00,mmt,SpiceJet,MAA,DEL,2026-05-01,2026-03-22,PremiumEconomy,NonRefundable,4094.68,491.36,215.32,4801.36,INR,0,2.39,25kg,True
OBS001383,2026-05-15T00:00:00,mmt,Vistara,MAA,DEL,2026-05-17,2026-05-15,Economy,NonRefundable,4878.95,585.47,208.95,5673.37,INR,0,3.38,20kg,True
OBS001384,2026-05-25T00:00:00,goibibo,IndiGo,MAA,DEL,2026-05-27,2026-05-25,Economy,NonRefundable,5641.44,676.97,346.28,6664.69,INR,0,2.54,15kg,False
OBS001385,2026-03-11T00:00:00,airline_site,Akasa,MAA,DEL,2026-05-20,2026-03-11,Economy,Refundable,4217.39,506.09,238.77,4962.25,INR,0,1.4,15kg,True
OBS001386,2026-05-18T00:00:00,airline_site,Akasa,MAA,DEL,2026-05-28,2026-05-18,Economy,NonRefundable,4511.2,541.34,213.2,5265.74,INR,0,4.38,25kg,True
OBS001387,2026-05-08T00:00:00,goibibo,AirIndia,MAA,DEL,2026-05-18,2026-05-08,Economy,NonRefundable,3904.98,468.6,278.92,4652.5,INR,0,2.0,25kg,True
OBS001388,2026-03-26T00:00:00,cleartrip,AirIndia,MAA,DEL,2026-05-05,2026-03-26,PremiumEconomy,NonRefundable,4527.96,543.36,250.02,5321.34,INR,0,1.72,15kg,False
OBS001389,2026-04-15T00:00:00,goibibo,AirIndia,MAA,DEL,2026-05-25,2026-04-15,Economy,NonRefundable,4914.65,589.76,361.26,5865.67,INR,0,1.47,15kg,False
OBS001390,2026-03-31T00:00:00,cleartrip,Vistara,MAA,DEL,2026-05-10,2026-03-31,PremiumEconomy,Refundable,4942.98,593.16,247.47,5783.61,INR,0,2.53,15kg,True
OBS001391,2026-04-21T00:00:00,airline_site,IndiGo,MAA,DEL,2026-05-11,2026-04-21,PremiumEconomy,NonRefundable,4396.87,527.62,389.8,5314.29,INR,0,2.56,20kg,True
OBS001392,2026-04-27T00:00:00,airline_site,AirIndia,MAA,DEL,2026-05-17,2026-04-27,Economy,NonRefundable,4244.38,509.33,389.99,5143.7,INR,0,3.04,25kg,True
OBS001393,2026-05-22T00:00:00,airline_site,Vistara,MAA,DEL,2026-05-27,2026-05-22,Economy,NonRefundable,4590.64,550.88,266.42,5407.94,INR,0,4.48,20kg,True
OBS001394,2026-05-05T00:00:00,cleartrip,AirIndia,MAA,DEL,2026-05-07,2026-05-05,PremiumEconomy,NonRefundable,6330.2,759.62,202.23,7292.05,INR,0,2.5,15kg,True
OBS001395,2026-05-25T00:00:00,goibibo,IndiGo,MAA,DEL,2026-05-26,2026-05-25,Economy,Refundable,5976.12,717.13,263.69,6956.94,INR,0,3.16,25kg,True
OBS001396,2026-05-14T00:00:00,cleartrip,AirIndia,MAA,DEL,2026-05-16,2026-05-14,Economy,NonRefundable,5693.96,683.28,183.68,6560.92,INR,0,3.59,15kg,False
OBS001397,2026-05-20T00:00:00,goibibo,Akasa,MAA,DEL,2026-05-25,2026-05-20,Economy,Refundable,5313.4,637.61,390.18,6341.19,INR,0,1.89,15kg,True
OBS001398,2026-05-18T00:00:00,goibibo,IndiGo,MAA,DEL,2026-05-19,2026-05-18,Economy,Refundable,5390.75,646.89,233.65,6271.29,INR,0,3.47,20kg,False
OBS001399,2026-05-13T00:00:00,airline_site,SpiceJet,DEL,MAA,2026-05-23,2026-05-13,Economy,Refundable,4942.88,593.15,394.75,5930.78,INR,1,2.41,20kg,True
OBS001400,2026-05-01T00:00:00,airline_site,IndiGo,DEL,MAA,2026-05-02,2026-05-01,PremiumEconomy,Refundable,5969.13,716.3,227.81,6913.24,INR,0,1.95,20kg,False
OBS001401,2026-03-02T00:00:00,mmt,AirIndia,DEL,MAA,2026-05-11,2026-03-02,Economy,Refundable,4892.49,587.1,399.23,5878.82,INR,0,1.44,20kg,True
OBS001402,2026-05-06T00:00:00,airline_site,Vistara,DEL,MAA,2026-05-11,2026-05-06,Economy,NonRefundable,5361.41,643.37,254.57,6259.35,INR,0,2.91,20kg,True
OBS001403,2026-05-22T00:00:00,goibibo,SpiceJet,DEL,MAA,2026-05-27,2026-05-22,PremiumEconomy,NonRefundable,4818.78,578.25,234.37,5631.4,INR,0,2.91,15kg,True
OBS001404,2026-05-22T00:00:00,airline_site,IndiGo,DEL,MAA,2026-05-24,2026-05-22,Economy,Refundable,4972.45,596.69,256.63,5825.77,INR,0,2.39,20kg,True
OBS001405,2026-03-18T00:00:00,airline_site,Vistara,DEL,MAA,2026-05-27,2026-03-18,Economy,Refundable,4719.44,566.33,321.23,5607.0,INR,0,3.73,20kg,True
OBS001406,2026-05-11T00:00:00,mmt,SpiceJet,DEL,MAA,2026-05-12,2026-05-11,Economy,NonRefundable,5162.7,619.52,354.35,6136.57,INR,1,2.6,25kg,True
OBS001407,2026-05-18T00:00:00,airline_site,IndiGo,DEL,MAA,2026-05-20,2026-05-18,Economy,NonRefundable,6365.07,763.81,222.6,7351.48,INR,0,3.82,20kg,True
OBS001408,2026-05-06T00:00:00,mmt,SpiceJet,DEL,MAA,2026-05-11,2026-05-06,Economy,Refundable,5241.88,629.03,209.36,6080.27,INR,0,3.33,25kg,True
OBS001409,2026-05-01T00:00:00,airline_site,Akasa,DEL,MAA,2026-05-02,2026-05-01,PremiumEconomy,Refundable,5359.58,643.15,323.49,6326.22,INR,0,2.14,15kg,True
OBS001410,2026-05-13T00:00:00,mmt,SpiceJet,DEL,MAA,2026-05-23,2026-05-13,PremiumEconomy,NonRefundable,4593.22,551.19,397.97,5542.38,INR,0,3.94,25kg,False
OBS001411,2026-04-13T00:00:00,goibibo,Akasa,DEL,MAA,2026-05-03,2026-04-13,Economy,Refundable,4558.69,547.04,241.55,5347.28,INR,0,3.07,20kg,True
OBS001412,2026-05-05T00:00:00,mmt,AirIndia,DEL,MAA,2026-05-25,2026-05-05,Economy,Refundable,5135.38,616.25,371.83,6123.46,INR,0,3.97,15kg,True
OBS001413,2026-05-23T00:00:00,airline_site,SpiceJet,DEL,MAA,2026-05-25,2026-05-23,Economy,NonRefundable,5611.08,673.33,290.98,6575.39,INR,0,2.51,15kg,False
OBS001414,2026-05-15T00:00:00,airline_site,SpiceJet,DEL,MAA,2026-05-25,2026-05-15,Economy,Refundable,4555.33,546.64,393.09,5495.06,INR,0,3.05,25kg,True
OBS001415,2026-04-27T00:00:00,cleartrip,AirIndia,DEL,MAA,2026-05-17,2026-04-27,Economy,Refundable,4793.14,575.18,300.6,5668.92,INR,0,3.93,20kg,False
OBS001416,2026-05-21T00:00:00,goibibo,Vistara,DEL,MAA,2026-05-22,2026-05-21,Economy,Refundable,6260.55,751.27,395.4,7407.22,INR,1,3.15,20kg,True
OBS001417,2026-04-04T00:00:00,goibibo,Vistara,DEL,MAA,2026-05-14,2026-04-04,PremiumEconomy,Refundable,4623.76,554.85,245.61,5424.22,INR,0,1.25,20kg,False
OBS001418,2026-03-25T00:00:00,mmt,AirIndia,DEL,MAA,2026-05-04,2026-03-25,PremiumEconomy,NonRefundable,5342.91,641.15,357.65,6341.71,INR,0,2.03,15kg,True
OBS001419,2026-04-23T00:00:00,cleartrip,IndiGo,DEL,MAA,2026-05-13,2026-04-23,Economy,Refundable,4985.98,598.32,343.29,5927.59,INR,1,3.68,15kg,True
OBS001420,2026-03-13T00:00:00,goibibo,SpiceJet,DEL,MAA,2026-05-22,2026-03-13,Economy,Refundable,5091.86,611.02,278.47,5981.35,INR,0,3.95,20kg,True
OBS001421,2026-05-02T00:00:00,airline_site,IndiGo,DEL,MAA,2026-05-03,2026-05-02,Economy,NonRefundable,5200.35,624.04,233.71,6058.1,INR,0,3.22,20kg,True
OBS001422,2026-03-31T00:00:00,cleartrip,IndiGo,DEL,MAA,2026-05-10,2026-03-31,PremiumEconomy,NonRefundable,4090.03,490.8,301.63,4882.46,INR,0,4.05,25kg,True
OBS001423,2026-05-08T00:00:00,airline_site,Vistara,DEL,MAA,2026-05-28,2026-05-08,Economy,NonRefundable,5200.69,624.08,306.74,6131.51,INR,0,1.26,20kg,False
OBS001424,2026-04-25T00:00:00,mmt,IndiGo,DEL,MAA,2026-05-15,2026-04-25,PremiumEconomy,Refundable,4521.76,542.61,220.38,5284.75,INR,1,3.72,20kg,True
OBS001425,2026-05-18T00:00:00,goibibo,SpiceJet,DEL,MAA,2026-05-20,2026-05-18,PremiumEconomy,Refundable,5218.42,626.21,173.02,6017.65,INR,0,3.07,25kg,True
OBS001426,2026-03-16T00:00:00,goibibo,Akasa,DEL,MAA,2026-05-25,2026-03-16,PremiumEconomy,Refundable,5085.7,610.28,215.89,5911.87,INR,0,1.85,20kg,True
OBS001427,2026-05-01T00:00:00,mmt,AirIndia,DEL,MAA,2026-05-03,2026-05-01,PremiumEconomy,NonRefundable,5902.67,708.32,328.73,6939.72,INR,0,2.74,15kg,False
OBS001428,2026-04-29T00:00:00,mmt,IndiGo,DEL,MAA,2026-05-01,2026-04-29,Economy,Refundable,5424.82,650.98,362.39,6438.19,INR,0,2.45,15kg,False
OBS001429,2026-02-27T00:00:00,goibibo,Akasa,DEL,MAA,2026-05-08,2026-02-27,PremiumEconomy,NonRefundable,4133.36,496.0,183.09,4812.45,INR,0,1.83,20kg,True
OBS001430,2026-05-02T00:00:00,cleartrip,Akasa,DEL,MAA,2026-05-22,2026-05-02,Economy,Refundable,4643.21,557.19,224.18,5424.58,INR,0,1.36,20kg,True
OBS001431,2026-05-16T00:00:00,airline_site,AirIndia,DEL,MAA,2026-05-17,2026-05-16,PremiumEconomy,Refundable,5801.25,696.15,218.85,6716.25,INR,0,3.95,20kg,False
OBS001432,2026-05-17T00:00:00,goibibo,SpiceJet,DEL,MAA,2026-05-18,2026-05-17,Economy,Refundable,5570.68,668.48,381.92,6621.08,INR,0,1.25,15kg,True
OBS001433,2026-03-07T00:00:00,mmt,Vistara,DEL,MAA,2026-05-16,2026-03-07,PremiumEconomy,Refundable,4093.72,491.25,175.58,4760.55,INR,0,3.62,20kg,False
OBS001434,2026-02-27T00:00:00,mmt,Akasa,DEL,MAA,2026-05-08,2026-02-27,Economy,Refundable,4316.79,518.01,256.51,5091.31,INR,0,2.99,20kg,False
OBS001435,2026-04-26T00:00:00,airline_site,SpiceJet,DEL,MAA,2026-05-01,2026-04-26,PremiumEconomy,NonRefundable,5416.66,650.0,389.94,6456.6,INR,0,2.7,25kg,True
OBS001436,2026-03-04T00:00:00,mmt,SpiceJet,DEL,MAA,2026-05-13,2026-03-04,Economy,Refundable,5309.29,637.12,384.55,6330.96,INR,0,3.72,20kg,True
OBS001437,2026-03-24T00:00:00,cleartrip,AirIndia,DEL,MAA,2026-05-03,2026-03-24,Economy,NonRefundable,4817.48,578.1,307.29,5702.87,INR,0,1.25,20kg,False
OBS001438,2026-03-25T00:00:00,mmt,IndiGo,DEL,MAA,2026-05-04,2026-03-25,Economy,Refundable,4490.5,538.86,216.23,5245.59,INR,0,2.28,20kg,False
OBS001439,2026-04-12T00:00:00,goibibo,Akasa,BOM,DEL,2026-05-02,2026-04-12,PremiumEconomy,Refundable,3475.71,417.09,217.13,4109.93,INR,0,1.62,15kg,True
OBS001440,2026-05-25T00:00:00,mmt,Akasa,BOM,DEL,2026-05-26,2026-05-25,PremiumEconomy,NonRefundable,4349.48,521.94,387.85,5259.27,INR,0,3.34,20kg,True
OBS001441,2026-04-18T00:00:00,airline_site,Vistara,BOM,DEL,2026-05-28,2026-04-18,PremiumEconomy,NonRefundable,3623.39,434.81,166.5,4224.7,INR,1,4.38,15kg,False
OBS001442,2026-04-28T00:00:00,mmt,Akasa,BOM,DEL,2026-05-03,2026-04-28,PremiumEconomy,NonRefundable,4173.97,500.88,380.91,5055.76,INR,1,2.78,25kg,True
OBS001443,2026-04-11T00:00:00,airline_site,SpiceJet,BOM,DEL,2026-05-01,2026-04-11,PremiumEconomy,NonRefundable,3637.71,436.52,169.5,4243.73,INR,1,2.99,25kg,False
OBS001444,2026-05-07T00:00:00,mmt,AirIndia,BOM,DEL,2026-05-17,2026-05-07,PremiumEconomy,Refundable,4264.38,511.73,329.63,5105.74,INR,1,4.48,15kg,True
